amount,amount_to_token_limit_ratio,merchant_amount_deviation,user_tx_count_5m,user_tx_count_1h,user_tx_count_24h,device_tx_count_5m,device_tx_count_1h,device_tx_count_24h,token_tx_count_24h,user_tx_value_1h,device_tx_value_24h,token_age_seconds,time_to_expiry_seconds,offline_duration_seconds,token_reuse_count,duplicate_payload_hash_count,previous_settlement_failed,merchant_risk_aggregate,hour_of_day,day_of_week,history_available,token_age_known,expiry_known,label
313.2866398332057,0.06265732796664114,0.425582285940958,1,6,17,1,0,10,1,3941.326644515627,3254.4298213254406,8535.472127596811,4653.140944318111,267.59582991562615,0,0,0,0.11816432210103743,13,5,1,1,0,0
221.40524835238173,0.044281049670476344,0.12709639071837783,1,3,6,1,2,5,1,772.1531765483285,1024.4009013455736,285.3447206072805,8578.420738879378,69.47659644553167,0,0,0,0.054557375332161075,22,0,1,0,1,0
323.16170110166235,0.06463234022033247,0.2727577957847556,2,0,11,1,1,7,0,0.0,1259.8408692887576,12838.125681128966,9983.134660189015,131.68100255491257,0,0,0,0.06618178115941482,5,6,1,1,1,1
739.9113321168296,0.22315417541171506,0.9168839742658355,0,4,2,1,0,7,5,1307.6121050037648,2224.0240428487,19312.608589522868,260.39308619837186,70686.2377422546,2,0,1,0.09436382584243756,8,1,1,1,1,1
387.5620411598246,0.07751240823196492,0.5474867176291897,1,1,12,1,2,4,0,1335.1980334295636,291.22969002306843,10012.54805006397,14902.957584556902,654.6777076418286,0,0,0,0.012964958679986394,10,5,1,1,1,0
3506.078691219909,0.4114568087350522,8.927443576102085,21,68,148,17,58,106,0,115164.18753734318,405650.0773219429,19878.91557675611,622.5779461004661,71675.50701667916,0,0,0,0.8915720847279994,0,4,1,1,1,1
634.6420288842111,0.12692840577684222,1.2939195363025595,1,1,3,0,2,6,1,1429.6043728964705,1013.3880385346338,3299.8361537129917,13396.64779774152,179.04986558539588,0,0,0,0.20990121445106924,0,6,1,1,1,0
253.04908809357673,0.050609817618715344,0.23115970832852936,0,1,7,0,0,6,1,908.1632322613558,1902.7187345070006,7651.5955895304905,14995.337882775908,554.8270078243626,0,0,0,0.19379636564036426,22,0,1,1,1,0
330.68570647384576,0.06613714129476915,0.036716460304562513,0,3,8,1,1,6,0,825.2600232176092,4774.916699260176,7469.3513543176405,5760.556659818401,1242.8603963672517,0,1,0,0.057293238292038716,15,4,1,0,1,0
939.8077832534029,0.1879615566506806,0.2917179522069244,0,2,7,0,2,3,0,1011.2864395642464,748.110787283249,14204.082436765577,5124.421890732929,34.75159078271765,0,0,0,0.06255932802103602,15,5,1,1,1,0
395.24445141572807,0.07904889028314561,0.07868510338604202,0,0,9,1,1,5,0,0.0,626.1765596169882,13216.913090457316,7038.233611826572,934.0652309014467,0,0,0,0.04177317215869134,20,5,1,1,1,0
288.60759500911524,0.05772151900182305,0.10281899833493723,1,5,11,1,1,4,1,2158.4130341978425,731.1074907247081,17229.56859687873,5880.981225696924,85.81700503494386,0,0,0,0.030379705486555157,9,1,1,1,1,0
179.9873335700074,0.03599746671400148,0.36023132982552847,1,3,10,0,2,5,1,548.055951152,845.9908909770779,5773.378200373519,12531.780843350936,99.81227072804815,0,0,0,0.10119513271426556,17,4,1,1,1,0
646.782174874294,0.1293564349748588,0.39457154983504167,1,1,3,1,0,10,0,521.3323945834096,3871.470001415617,16030.730666209884,16814.95770141992,77.47106934024545,1,0,0,0.11172206424606326,4,2,1,1,1,0
76.59218746767692,0.015318437493535385,0.3051168824523771,0,2,6,0,2,5,1,463.5754053937302,587.0831920251684,10416.671063487922,3918.9035569854,34.928114966338384,0,0,0,0.14295035457197694,9,0,0,1,1,0
282.94041496399257,0.056588082992798515,0.18197610376902063,1,3,8,2,2,5,2,260.586222760899,1080.4056363309865,2077.0515499514636,9026.499595050078,368.48801098776937,0,0,0,0.11245851145080453,5,0,0,1,1,0
118.47153007558099,0.0236943060151162,1.1643509525405902,0,1,11,1,4,11,1,272.5413525590829,4810.0536713718175,15977.28004772102,4964.964880549023,551.3029539261037,4,16,1,0.36060079130682965,9,1,1,1,1,1
387.3209363237898,0.07746418726475796,0.19893151879010587,0,2,8,1,0,5,3,311.3086335435021,1156.8491393639463,15096.779919946355,10706.1547198628,191.99591935686638,0,0,0,0.061585759155438215,9,2,1,1,1,0
503.70096958548777,0.10074019391709756,0.47734192993649943,2,2,11,1,2,2,1,6032.0691359560615,4037.930797587638,4082.235430008966,12104.542130494223,66.40954029248958,0,0,0,0.20927825820410972,10,2,1,1,1,0
282.02358272020075,0.05640471654404015,0.012819291061285465,2,0,9,0,1,8,2,0.0,1315.8758549721836,1172.2443988891916,6335.293338927429,453.75604969835126,0,0,0,0.033170832423840814,0,1,1,1,1,0
2208.593088560015,0.6474680990482553,5.5419633188866175,2,7,9,2,1,11,15,0.0,2370.278100966031,6373.920468381862,14312.225686940621,9362.182336989517,8,9,1,0.5643238113989456,23,2,1,1,1,1
152.9531976966951,0.03059063953933902,0.4415171182622724,1,2,11,0,3,5,0,335.4904113130213,729.4649522407092,7043.309307649072,7673.2852904214415,144.32792601323746,0,0,0,0.10762981695723035,5,6,1,1,1,0
1243.7766650868368,0.24608476956791475,1.9421291503193518,0,3,6,1,1,3,4,1092.7917598242504,679.574106013418,16465.984966998494,18630.81601896309,226.65904062185595,1,0,0,0.040016645424649624,20,6,1,1,1,1
738.7749753128074,0.14775499506256148,0.16295498859991706,1,2,15,0,2,6,0,253.16301212629367,1565.7532868239027,1072.2435632454299,11153.512059752027,87.08323897882747,0,0,0,0.19166150561526474,2,0,1,1,1,0
1783.6303961876338,0.45768402290805527,0.009750522136761046,0,5,7,0,6,11,2,732.1307820363949,7350.838115613262,19307.145429121392,138.4471559274491,85726.00600999974,0,0,1,0.02727495606192203,3,2,1,1,1,1
2020.1701004871425,0.4040340200974285,0.28297992885461326,3,0,8,0,0,5,1,0.0,858.5181127832757,10629.207770756406,9635.808692346578,834.5651991496236,0,0,0,0.2767762631335921,20,5,1,0,1,0
105.18951236470343,0.021037902472940687,0.03478625028311924,0,3,7,2,1,6,2,1529.9856392091897,2108.337986134217,14933.159692020638,12879.3084285228,280.1021636715395,0,0,0,0.07020343727334899,2,2,1,1,1,0
130.98340619332672,0.026196681238665344,0.21991179985702047,0,1,7,0,1,4,0,456.32448518686,1473.5624010884774,1594.4444181674128,5066.37381677162,32.47284890832624,0,0,1,0.021664039656810852,11,1,1,0,1,0
381.6662841879497,0.07633325683758994,0.6725058631081318,0,2,6,1,0,5,0,210.99318509796285,3723.832406231556,10096.223885600568,11151.152875314143,295.4952126110461,0,0,0,0.05100631856802355,7,3,1,1,1,0
885.8226411980439,0.1771645282396088,0.10070821471465383,0,3,10,0,0,6,0,990.7705982938417,3398.16212900974,7303.721566149621,7342.32300256573,622.0210958124935,0,0,0,0.09180036194056461,9,1,1,1,1,0
987.352038585541,0.1974704077171082,0.2823372596614462,0,1,10,1,0,8,0,400.4416553865615,918.5448105490025,3445.8350687101974,16938.003985947504,24.057925706784115,0,0,0,0.041180849082457734,6,4,1,1,1,1
2725.5281534633064,0.5581243722565267,5.458238691724858,2,13,10,0,2,7,1,220.884686662474,1165.7767534955242,21146.880551292863,968.4850673964355,7754.6134017750655,0,0,1,0.8430349143038594,1,4,1,1,1,1
166.3574495118996,0.03327148990237992,0.16324098187534067,0,1,12,2,3,5,1,183.53665709271692,553.3721799390308,12825.565315095002,6542.021099186039,44.90180725168607,0,0,0,0.03853399587671488,15,3,1,1,1,0
232.5680993722438,0.04651361987444876,0.053437211550325096,0,1,11,0,3,4,0,260.35179812774186,205.54818309148706,228.50939739937735,7945.670459532953,76.4007989479834,0,0,1,0.12243811819367761,16,5,1,1,1,0
231.64530018090446,0.04632906003618089,0.40669461426121867,0,1,13,0,2,7,2,126.67004273409336,488.62486894311536,8073.510329512498,6324.6222131928735,391.81418193387265,0,0,0,0.07323006904593457,2,5,0,1,0,0
1293.2897503366846,0.25865795006733694,0.9786966408569361,0,4,12,0,3,3,1,718.9797425657107,1542.4547173091623,11426.81372756197,13261.43316775111,574.6654279520147,0,0,0,0.17835211652961136,21,0,1,1,1,0
625.6659005028254,0.12513318010056507,0.11681317035749009,2,2,9,1,4,8,3,345.9115124381254,453.08978585308506,14037.60302025391,17185.675793186238,1160.0625239982185,0,0,0,0.047402194746672635,5,1,1,1,1,0
210.42414139459547,0.042084828278919094,0.037085926861716655,1,1,10,0,1,7,0,248.7629419161469,396.0329060272887,12049.885692507363,7132.912801319073,87.87630978779424,0,0,0,0.08906729344252949,7,4,1,1,1,1
2835.969077907809,0.5671938155815618,0.3232916331882014,2,3,9,0,1,5,2,197.84367997213332,1546.7890436864545,6986.380258717228,10556.22957725689,116.42700075366307,0,0,0,0.08528133455171533,22,2,1,1,1,0
445.42764513622905,0.08908552902724581,0.2402971166353946,0,3,7,0,1,2,1,174.27965594774145,246.75759300623307,6132.099146399599,5896.340890463231,400.5925677803885,0,0,0,0.168028787175171,20,6,1,1,1,0
531.5415724432046,0.10630831448864092,0.99691947329001,0,4,7,0,1,4,0,2412.709366004934,496.71337279050294,16409.61183941448,4802.083649959896,141.08578441135393,0,0,0,0.11015627468793743,17,5,1,1,1,0
682.8000185746254,0.13656000371492508,0.0873641710584503,1,1,10,0,1,8,0,366.31428513170647,2663.809890661407,13559.737787619724,5427.091200138981,226.9723579009037,0,0,0,0.2775007286332175,23,5,1,1,1,0
1667.2086646880814,0.33344173293761625,0.18676528122681435,2,4,8,0,3,4,2,1122.3777655299286,1943.123194887932,14787.669870355892,12629.248813705879,12.229616118511773,0,0,0,0.07295355932509316,17,2,1,1,1,0
163.675999646772,0.0327351999293544,0.12418750421035589,0,2,9,1,3,4,0,624.6773009314385,399.37732513881133,16896.8701103198,11712.877874954214,288.8581699747701,0,0,0,0.14686109431590175,10,5,1,1,1,0
576.5960440904578,0.11531920881809156,0.511152809230986,0,2,11,0,1,5,1,1234.5330646463535,329.78472892797276,15670.074234721273,12539.49219811275,247.51082893870003,0,0,0,0.033712611570594575,12,6,1,1,1,0
686.2371231671792,0.13724742463343584,0.1774180672703256,0,5,2,0,1,5,1,654.9666078584214,2250.0212935600684,9588.8927529701,16637.015622657033,1173.6834638253536,0,0,0,0.028142406355165187,16,3,1,1,1,0
190.42823067817895,0.03808564613563579,0.2048505763285519,1,2,10,1,3,6,2,376.33363702491647,682.1265001420525,327.2469797336822,7670.692873927754,687.181824509425,0,0,0,0.1174816698227728,20,1,0,1,1,0
1000.6382218621263,0.20012764437242528,0.1280330976271139,1,2,8,0,2,5,4,1647.753762459485,2486.8680161934217,11903.106105263152,16781.390313010124,56.40689597861988,0,0,0,0.03333344821036984,12,1,1,1,1,0
500.24812954754674,0.10004962590950935,0.4664424409774315,0,2,7,2,1,6,1,185.1350280927798,1145.8710206269168,4968.271447877173,9719.182403537317,602.1245092425196,0,0,0,0.09024328935336935,23,5,1,1,1,0
230.3387819572077,0.04606775639144154,0.3560639827580096,0,4,8,0,3,7,1,569.620962085684,6711.047768625516,3473.7181810927723,16770.018334605043,191.10201397458516,0,0,0,0.11892642356695042,11,5,0,1,1,0
210.79305671955848,0.042158611343911696,0.5035509304238225,1,5,5,1,1,6,1,1991.2597119433678,553.6543544644678,15998.454055725086,16406.478829515392,119.00338501040753,0,0,0,0.07565375554223681,5,0,0,1,1,0
60.94481796118753,0.012188963592237506,0.03367883893078013,0,2,12,0,2,8,3,865.0954325230271,2853.6177446704314,14111.544691962143,18975.928758292124,698.1296104176664,0,0,0,0.10231096568750864,12,4,1,0,1,1
318.3494680462796,0.06366989360925591,0.4978688358620468,1,3,9,1,1,5,0,381.9207952355895,463.892353075,5317.357542683476,9090.139592939631,893.9270759361577,0,0,0,0.02769156433859938,7,2,1,1,1,0
1543.109213999132,0.3086218427998264,0.1590923720542146,1,3,6,0,2,6,2,3219.561786603047,557.4680923972703,2782.617353444088,17386.01413465052,240.7957139897151,10,11,1,0.3680937950366532,16,5,1,1,1,1
1119.5093828941126,0.18778325341136476,1.3989581756255336,11,15,11,0,1,4,5,475.5613973083685,441.3788505979585,12574.855234539436,7327.508186476247,6698.483785416545,2,5,1,0.8664969344454996,0,0,1,1,1,1
128.5456664357869,0.02570913328715738,0.25876352707515415,0,1,7,1,1,4,1,815.6743862599722,1047.1208212450047,6612.258178154019,19265.18160320734,231.4496375452434,0,0,0,0.14763995588752102,17,1,1,0,1,0
353.50540924544816,0.07070108184908963,0.4797315994779831,0,4,11,1,8,7,0,313.20543498133554,1736.904823906295,1317.3670772795194,5498.545108330875,91.87844637501756,0,0,0,0.13388101699274457,12,2,1,1,1,0
54.822046085347964,0.010964409217069593,0.0011559086317841475,1,2,8,1,1,5,1,279.96067986151826,777.2390199942175,2872.9050062007077,13499.545694841827,118.35477655098288,0,0,0,0.013597309878922955,15,3,1,1,1,0
203.22086223772658,0.04064417244754531,0.12000436481789241,1,3,7,0,1,8,2,555.5858344871273,1924.4655385454232,13887.379221924428,15345.357553255806,162.34632156459696,0,0,0,0.12541103426399708,6,4,1,1,1,0
457.0063462920785,0.0914012692584157,1.0193962464802804,1,0,13,0,1,4,2,0.0,735.9063522240876,13279.79542449363,3920.5858811393628,101.3130699964423,0,0,0,0.1795551730849813,22,0,0,1,1,0
143.55507689288024,0.02871101537857605,0.14623203569228416,0,1,9,0,2,9,1,90.97403281623495,681.7540348502208,3723.5662120308302,8420.348776227249,214.25052939209525,0,0,0,0.021928200332153803,13,6,1,1,1,0
1152.2808510572022,0.23045617021144044,0.0941687719404904,0,4,8,1,1,10,0,1245.4350691473585,2625.0273300648814,12017.135860745278,13739.557368565615,405.2393647416251,0,0,0,0.09927772750192655,13,5,1,1,1,0
594.3663308154602,0.11887326616309203,0.18444562257556704,0,1,2,1,3,9,0,239.5446686767925,866.4445952833171,14166.203338399497,8764.998753655502,815.9042120764959,0,0,0,0.17215770061867805,1,2,1,1,1,0
211.4597912471812,0.04229195824943624,0.1860630089086682,2,3,5,1,3,10,1,338.3414746405674,2228.1963520830022,3796.720566463924,13720.681125597694,315.68082988615146,0,0,0,0.10283169026147843,0,0,1,1,1,0
139.96084879654617,0.027992169759309234,0.24169034077098317,1,4,12,0,2,3,2,715.8287635682611,303.4799842137229,548.0958434913006,13895.114852583427,17.44394589878092,0,0,0,0.07053355446937241,13,3,1,1,0,0
278.1291067568205,0.055625821351364096,0.36551192643553626,0,2,7,0,2,2,1,227.9059509560624,555.2037891383085,15365.641012214983,9265.291002076981,110.12716247499185,0,0,0,0.033021303339672695,22,5,1,1,1,0
150.59919889511815,0.03011983977902363,0.1649067192219663,0,2,3,0,3,7,0,1355.3391157512585,1448.8098094063855,11354.884093463608,12193.408440056302,488.4284792383982,0,0,0,0.20937463447792654,10,1,1,1,1,0
1078.0576260224448,0.21561152520448895,0.6960060483608995,0,0,12,1,0,6,0,0.0,3296.3761660641994,5369.614721887228,7669.550422388803,121.93985390235946,0,0,0,0.09411410368706564,1,1,1,1,1,0
878.2516449326172,0.17565032898652344,0.02602005026574304,0,2,10,1,2,7,0,261.29951598282116,3060.6887313733737,14050.570349988311,11448.392849703214,191.29236496855265,0,0,0,0.03298558871022734,8,3,1,1,1,0
331.95374016160855,0.06639074803232171,0.5216527595420908,2,3,7,1,3,4,1,1072.2722682599865,1142.3558162768604,1576.1038101867389,16637.693368143264,388.3051171763221,1,0,0,0.16655980210583493,11,6,1,1,1,0
390.2837117358755,0.0780567423471751,0.2423664421481731,1,3,1,0,1,7,1,1003.0852336178882,1569.5420124679347,11596.752241127153,18542.8444449655,267.7905348733823,0,0,0,0.02218610593816987,17,3,1,1,1,0
1680.8408585737163,0.3361681717147433,0.1191610570723806,3,2,6,2,1,5,0,660.2662959466797,6670.128574398406,6267.409812942351,15671.32202214148,71.3105917546024,0,0,0,0.09090355769816083,5,5,1,1,1,0
1140.5360037691985,0.2281072007538397,0.12812251815643505,2,3,7,1,3,7,0,501.11601690107216,661.1731522203012,161.42398566255633,17893.151380743926,854.7379822490618,0,0,1,0.12392548621936081,20,6,1,1,1,0
527.5073405327611,0.10550146810655221,0.26627784012900485,0,5,11,0,3,4,1,981.488024555164,1842.1844924313727,11039.055199533275,4601.1035066585055,412.5513622878004,0,0,0,0.1986031165767167,8,4,1,1,1,0
2418.4897914601943,0.4836979582920389,0.38381562148346626,0,2,6,0,0,4,1,482.3752439883409,630.280683189515,8826.405829780138,13365.469277248856,64.13924372478348,0,0,0,0.010756578969785725,16,3,1,1,1,0
178.52230853637997,0.035704461707275995,0.17512121566940866,2,3,10,1,4,6,0,1601.1362627023111,4366.985504322701,7375.947565523463,9497.656911308455,0.2188417059993642,0,0,0,0.05062800825498164,13,0,1,1,1,0
655.4377172569322,0.13108754345138643,0.24640187811054554,2,2,10,1,0,8,1,128.01503411667713,2096.372196430484,14158.696398762406,8481.783276891296,263.7420649650358,0,0,0,0.06882721609230204,15,4,1,1,1,0
3315.915350628405,0.6320490521610324,4.18107541170865,9,11,10,1,3,6,1,1007.8452269211707,1097.3059466503682,6348.730999784749,11401.585529286342,5899.523926566368,0,0,0,0.6035564104182455,2,5,1,1,1,1
232.37536442275265,0.04647507288455053,0.2957779455309173,0,1,10,0,1,2,0,102.37285096246784,1713.6620570974496,3250.674820035215,7895.069997878953,54.80323964411,0,0,1,0.05172788053591309,0,5,1,1,1,1
142.03709067215078,0.028407418134430155,0.22978498171276046,2,3,8,0,0,5,2,1331.032173211939,1316.128966665713,12186.54341625832,7453.070709516374,1298.8283174590865,0,0,0,0.21209407653124196,3,6,1,1,1,0
358.03609334675986,0.07160721866935198,0.1572822365188405,0,7,9,0,5,6,0,2833.259827793477,19427.76229095114,7843.735324209401,10404.16283072094,8.765421389154696,0,0,0,0.09227266020689567,8,5,1,1,1,0
178.16111788499433,0.03563222357699886,0.4802051014201687,0,2,12,1,1,4,1,210.25372947934906,3517.9019385970105,4441.0657503804705,16730.409364744504,359.7706175611324,0,0,0,0.06062269923747676,1,5,1,1,1,0
74.29453165485468,0.014858906330970936,0.8148289118024882,0,1,11,0,2,3,0,424.49475295895064,247.1655745159403,7070.959968193644,18097.03444285412,103.04940132874668,0,0,0,0.10930854499793449,6,0,1,1,1,0
1439.286543952973,0.22976087657065408,1.4358221585704516,5,4,3,0,1,9,4,558.3147128919672,1613.1764651295557,11665.316362558222,9860.629394303629,16683.47987512249,1,0,0,0.6566001363367586,2,4,1,0,1,1
753.861195038301,0.1507722390076602,0.553935448532385,2,6,12,1,2,7,0,829.0431328064226,2371.3802384255614,17099.46376761453,3835.297797746509,130.91266108642853,0,0,0,0.05908036214596661,14,1,0,1,1,0
2090.5339147549735,0.6671647861657254,0.032604650395064494,3,3,8,0,2,2,1,313.3930985926571,1168.091246819425,10842.06799945712,10974.681760679108,21834.29506606984,0,0,1,0.43416177586936144,1,1,1,1,1,1
70.75361061535224,0.014150722123070449,0.2750298344331852,1,5,7,0,4,7,0,3637.8807464386314,2784.9028855951774,506.3841057276101,9910.20943982072,54.49517369918398,0,0,0,0.08912984440121417,14,3,1,1,0,0
808.3013803121974,0.16166027606243946,0.19919461370459748,1,1,8,0,2,5,1,244.6919689438163,1008.576071646937,7378.065450062249,11347.898531851406,574.0450918076764,0,0,0,0.14705199588501658,6,0,1,1,1,1
446.93930871963056,0.08938786174392611,0.03878725532375083,0,2,12,1,0,6,0,201.04990185412063,2528.265810552295,9373.026324454935,3828.209457281673,192.3505512994983,0,0,1,0.09512466973015246,21,1,1,1,1,0
1597.793070134623,0.3195586140269246,0.8370319813816083,2,3,5,0,5,4,1,453.66431529160286,1066.884279027529,5623.941523389852,16550.1846043146,107.70138023745204,0,0,0,0.16700433923451205,1,6,1,1,0,1
493.88672626254254,0.0987773452525085,0.18443513055180374,0,1,6,1,1,8,3,128.35920578116156,746.0467372184568,3195.011823040942,5464.203318806699,370.8719386544249,0,0,1,0.0396629916129655,13,3,1,1,1,0
1718.0307906269463,0.34360615812538925,0.38078425752881173,2,4,8,1,2,10,2,385.0071580886968,2646.876938969404,15147.739771969991,5118.577956216899,49.64152466898562,0,0,0,0.17269220046723874,1,4,1,1,1,0
1190.7658253045538,0.23815316506091075,0.08767973960776566,0,0,7,0,0,5,0,0.0,1177.0232240758687,1365.2799457127842,3973.2251544847923,78.9320946354108,0,0,1,0.10628879206828765,16,6,1,1,1,0
252.54117433646093,0.05050823486729219,0.1418817220623027,1,4,11,0,0,4,1,410.9208011350418,1711.2342644994287,9894.915480603477,18786.892748588158,259.97285886787836,0,0,0,0.10231264189867047,21,6,1,1,1,0
578.5885930798704,0.11571771861597407,0.15195032909420422,1,3,5,0,4,3,1,944.2296661472435,1313.7355902381316,12908.897466123737,18013.241678655384,246.09484742104485,0,0,0,0.06353935064534734,9,0,1,1,1,0
407.884029501655,0.08157680590033099,0.1456285175293748,0,4,10,0,0,10,1,987.2021856455259,9347.238200403264,17093.71840500465,9030.592572361966,150.4934795468977,0,0,0,0.02318965528040141,21,0,1,1,1,0
135.578762898708,0.0271157525797416,0.6892117494761106,4,2,9,0,2,6,1,516.5600984198843,1742.0841729364665,5117.937482539036,10721.667271344166,740.0444988637613,0,0,0,0.05133105312871196,19,3,1,1,1,0
23.819264779029968,0.004763852955805993,0.7572434756054098,0,1,7,0,2,12,1,160.25700894824493,1285.852048970912,508.16918979701325,10186.916546833534,391.82398258323303,0,0,0,0.03675593005985509,13,4,1,1,1,0
178.9414942572748,0.03578829885145496,0.39006198431642697,0,4,9,0,2,5,0,1856.1836627763273,1483.8718070536706,16021.515247815636,18017.812309033652,665.2972146030454,0,0,0,0.12321516967703608,7,2,1,1,1,0
393.78501444808876,0.07875700288961775,0.3221601865387183,0,4,6,0,3,2,0,1130.5374722593635,694.4749393215822,10124.874501405482,7129.447834617879,117.13364027065361,0,0,0,0.04897461107039544,8,2,1,1,1,0
618.2850584816459,0.12365701169632919,0.04999985144071303,0,3,1,0,2,4,0,710.472251047403,371.23359711352276,495.01829913277965,4663.092186674098,210.31327131434324,0,0,0,0.16146770994976675,10,5,1,1,1,0
66.59240316247927,0.013318480632495855,0.12491887318101391,17,72,144,24,51,103,19,89539.54066145571,550021.3863192376,3217.8750341518457,16270.39928683901,88.72646521136063,12,6,1,0.12851078072311192,17,6,1,1,1,1
4334.712585406353,0.9516983546324848,14.09952842920805,0,2,10,0,1,4,0,710.7920809505376,1617.0153901795209,1937.64548895484,18560.625206518944,565.2878499418109,0,0,0,0.6745096424597175,6,4,0,1,1,1
253.55688106709204,0.05071137621341841,1.289637470181601,0,5,10,1,3,6,1,261.01475113853127,648.4925289605183,6277.193011791818,7559.250883075038,78.35005228322883,0,0,0,0.14573470936996644,17,5,1,1,1,0
3915.3460326552813,0.7830692065310563,0.4651158284972733,0,1,6,1,1,9,1,765.9872517559525,2437.2497075151277,7612.606847210146,15368.845955710553,373.14757726709496,0,0,0,0.0633366841250322,2,1,1,1,1,0
1159.7676933152068,0.23195353866304136,0.2475283415396624,2,5,7,1,2,5,15,1415.909497760997,612.4299823711727,3450.25712638835,6211.869868149412,519.7215038350905,8,5,1,0.05388326956004612,8,5,0,1,1,1
360.69876563580294,0.07213975312716059,0.12769209872933185,0,2,8,0,2,5,1,237.15018122124124,2565.804792040388,14784.876806795373,11912.146805591772,379.95769193704507,0,0,0,0.12569776229070367,7,6,1,1,1,0
238.2414387638389,0.047648287752767776,0.16496969129194003,0,1,5,0,4,5,2,197.93124451652798,561.0039371611647,6635.622397103683,8984.446596495833,553.3160722504126,0,0,0,0.14677153527004658,19,4,1,1,1,0
879.9539816477353,0.17599079632954706,0.7697163675130113,2,1,5,1,2,10,2,155.69128298679976,1071.918550016953,16302.19686392723,13456.724295022459,143.44372519252514,0,0,0,0.21322462425475422,17,2,0,1,1,0
1435.0358944474606,0.2870071788894921,0.23712553230954098,0,2,5,1,1,7,0,752.9326957702679,610.4584224216107,7320.005452814145,13925.240112364201,611.0036378087374,0,0,0,0.03494356090980546,15,3,1,1,1,0
309.2534626335035,0.061850692526700696,0.0881920352983938,0,5,5,0,1,7,0,588.9247830453421,610.9857742572556,3960.9538224902726,15792.269057602567,15.394041313100619,0,0,0,0.16106740551158516,0,5,1,1,1,0
974.766192759936,0.19495323855198718,0.4053690502720513,0,1,8,0,3,9,0,353.3915617813439,1902.1496270518912,8321.631854379577,3637.2405065366193,43.65704130587502,0,0,0,0.01903166965801271,23,4,1,1,1,0
439.38296112429504,0.08787659222485901,0.15519892155111883,1,5,10,1,4,8,2,1474.3373315410895,1752.6148752594195,9603.726388562622,10872.339304982523,200.29587190668065,0,0,0,0.080577409802916,9,1,1,1,1,0
